time;Short term adaptation of mixture formation bank 1: ---;Long term adaptation of mixture formation bank 1: ---;Engine speed: ---;Ignition timing adjustment cylinder 1: ---;Intake air temperature: ---;Absolute intake pressure: ---;Fuel Pressure: ---;Absolute load value: ---;Misfire sum counter: ---;Low fuel pressure, specified value: ---;Mixture adaptation factor at partial load: ---;Engine torque: ---;Air mass, specified value: ---
555243;-10.9;0.0;1671.0;17.0;24.0;65.0;18590.0;43.1;0.0;5.73;-0.4;74.7;52.0
556053;-7.0;0.0;1678.0;18.0;24.0;67.0;15720.0;22.0;0.0;5.73;-0.4;17.1;33.0
556830;-14.1;-0.8;1670.0;0.5;24.0;57.0;14500.0;49.8;0.0;5.73;-0.41;136.9;109.0
557670;-1.6;0.0;1683.0;8.0;25.0;98.0;19120.0;94.9;0.0;5.73;-0.41;141.3;87.0
558452;-0.8;0.0;1675.0;12.5;24.0;90.0;19220.0;72.9;0.0;5.73;-0.41;140.3;87.0
559241;-2.3;0.0;1689.0;12.5;24.0;90.0;19220.0;73.3;0.0;5.73;-0.41;177.0;135.0
560012;2.3;0.0;1707.0;4.0;24.0;112.0;20760.0;108.6;0.0;5.73;-0.4;209.8;131.0
560821;1.6;0.0;1723.0;3.5;24.0;111.0;20560.0;105.5;0.0;5.73;-0.4;190.1;94.0
561644;0.0;0.0;1727.0;18.5;24.0;68.0;18530.0;40.8;0.0;5.73;-0.4;16.5;16.0
562413;-12.5;-1.6;1704.0;3.0;23.0;18.0;15770.0;12.9;0.0;5.73;-0.4;27.1;44.0
563224;-19.5;0.0;1719.0;-4.0;23.0;90.0;15720.0;83.1;0.0;5.73;-0.41;175.8;123.0
564002;0.0;0.0;1738.0;6.5;24.0;104.0;20330.0;100.0;0.0;5.73;-0.4;211.2;183.0
564788;1.6;0.0;1761.0;2.0;24.0;133.0;22210.0;127.8;0.0;5.73;-0.41;177.4;111.0
565595;0.0;0.0;1774.0;8.5;24.0;95.0;19670.0;85.9;0.0;5.73;-0.41;167.4;109.0
566374;0.0;0.0;1794.0;9.5;23.0;98.0;19800.0;93.3;0.0;5.73;-0.4;196.1;183.0
567213;0.8;0.0;1822.0;3.5;23.0;118.0;21340.0;85.1;0.0;5.73;-0.41;153.0;98.0
568022;-3.9;0.0;1814.0;12.5;23.0;90.0;19320.0;75.7;0.0;5.73;-0.41;147.3;98.0
568833;-1.6;0.0;1831.0;12.5;23.0;90.0;19290.0;76.5;0.0;5.73;-0.4;44.3;24.0
569671;-10.9;0.0;1766.0;0.5;22.0;20.0;16440.0;12.9;0.0;5.73;-0.4;28.3;46.0
570489;-21.9;0.0;1790.0;-2.0;23.0;83.0;16210.0;86.3;0.0;5.73;-0.41;182.4;128.0
571320;-1.6;0.0;1807.0;6.5;24.0;110.0;20610.0;107.1;0.0;5.73;-0.4;238.1;251.0
572132;0.0;0.0;2413.0;3.0;24.0;160.0;23000.0;167.1;0.0;5.73;-0.4;275.0;183.0
572915;0.8;0.0;2586.0;-7.0;24.0;49.0;20550.0;18.8;0.0;5.73;-0.4;-6.0;19.0
573695;0.0;0.0;2025.0;36.5;22.0;22.0;18920.0;13.3;0.0;5.73;-0.4;-14.7;15.0
574501;0.0;-6.3;1494.0;33.0;22.0;21.0;18940.0;12.9;0.0;5.73;-0.4;-1.8;22.0
575280;0.0;-0.8;1754.0;-1.5;23.0;35.0;16990.0;19.2;0.0;5.73;-0.4;-6.2;16.0
576065;0.0;-2.3;1698.0;-15.5;23.0;21.0;15500.0;12.5;0.0;5.73;-0.4;13.9;33.0
576845;0.0;0.0;1707.0;1.5;24.0;58.0;14510.0;52.5;0.0;5.73;-0.41;115.8;83.0
577656;-0.8;0.0;1719.0;11.0;25.0;90.0;19200.0;69.4;0.0;5.73;-0.41;115.8;69.0
578430;-1.6;0.0;1697.0;14.0;25.0;79.0;17280.0;54.1;0.0;5.73;-0.41;102.3;62.0
579213;-2.3;0.0;1697.0;17.0;24.0;65.0;15880.0;39.2;0.0;5.73;-0.4;58.2;42.0
579993;-4.7;0.0;1715.0;21.5;24.0;54.0;13120.0;32.5;0.0;5.73;-0.4;51.9;40.0
580773;-7.8;0.0;1624.0;2.0;25.0;55.0;10680.0;38.4;0.0;5.73;-0.4;68.6;42.0
581581;-7.8;0.0;1283.0;3.5;25.0;93.0;14070.0;85.9;0.0;5.73;-0.4;151.3;75.0
582394;-2.3;0.0;1275.0;9.5;25.0;89.0;17460.0;64.3;0.0;5.73;-0.41;111.0;58.0
583203;-3.9;0.0;1288.0;11.0;25.0;88.0;17410.0;63.1;0.0;5.73;-0.41;108.8;57.0
583982;-4.7;0.0;1298.0;7.5;25.0;95.0;18910.0;82.4;0.0;5.73;-0.41;145.6;75.0
584765;-3.1;0.0;1300.0;6.5;25.0;94.0;18780.0;80.8;0.0;5.73;-0.41;142.5;73.0
585546;-5.5;0.0;1295.0;6.0;24.0;97.0;19210.0;93.3;0.0;5.73;-0.4;175.8;107.0
586351;-4.7;0.0;1310.0;3.5;24.0;96.0;19240.0;60.8;0.0;5.73;-0.4;95.4;41.0
587192;-10.9;0.0;1306.0;16.5;24.0;68.0;16960.0;43.9;0.0;5.73;-0.4;78.1;45.0
587972;-10.9;0.0;1307.0;15.5;24.0;76.0;14930.0;48.2;0.0;5.73;-0.4;80.5;44.0
588762;-7.8;0.0;1296.0;15.5;24.0;75.0;14770.0;47.5;0.0;5.73;-0.4;51.0;21.0
589564;-7.0;-6.3;1291.0;1.5;24.0;23.0;12990.0;12.9;0.0;5.73;-0.4;-16.7;12.0
590342;0.0;-13.3;1258.0;-17.5;24.0;20.0;12260.0;12.2;0.0;5.73;-0.4;-20.2;12.0
591123;0.0;-13.3;1226.0;33.5;25.0;22.0;12390.0;12.9;0.0;5.73;-0.4;-21.5;11.0
591933;0.0;-18.0;1122.0;32.5;25.0;22.0;12480.0;12.5;0.0;5.73;-0.39;-21.7;10.0
592714;0.0;-21.9;1060.0;33.0;25.0;23.0;12560.0;12.9;0.0;5.73;-0.38;-21.8;10.0
593494;0.0;-23.4;1034.0;7.5;26.0;32.0;11830.0;28.2;0.0;5.73;-0.39;33.0;34.0
594303;0.0;0.0;1187.0;0.5;26.0;73.0;12550.0;45.9;0.0;5.73;-0.4;88.3;54.0
595081;-2.3;0.0;1385.0;9.0;27.0;97.0;16480.0;85.9;0.0;5.73;-0.4;160.4;99.0
595922;0.0;0.0;1378.0;4.0;26.0;105.0;19760.0;102.7;0.0;5.73;-0.4;174.8;98.0
596733;-0.8;0.0;1390.0;4.0;25.0;99.0;19380.0;83.5;0.0;5.73;-0.41;152.8;82.0
597517;-4.7;0.0;1390.0;7.0;24.0;94.0;18830.0;72.5;0.0;5.73;-0.4;99.2;49.0
598296;-10.2;0.0;1407.0;14.5;24.0;77.0;16540.0;49.0;0.0;5.73;-0.4;86.8;49.0
599073;-10.2;0.0;1404.0;15.5;24.0;77.0;15830.0;49.0;0.0;5.73;-0.4;81.3;29.0
599885;-7.0;-3.1;1361.0;0.5;24.0;22.0;14590.0;12.5;0.0;5.73;-0.4;-12.8;12.0
600669;0.0;-10.2;1334.0;-16.0;24.0;20.0;13590.0;12.5;0.0;5.73;-0.4;-18.7;12.0
601441;0.0;-11.7;1295.0;32.5;25.0;22.0;13710.0;13.3;0.0;5.73;-0.4;-19.4;12.0
602251;0.0;-12.5;1269.0;31.0;25.0;22.0;13270.0;26.7;0.0;5.73;-0.4;30.2;36.0
603093;0.0;0.0;1292.0;-1.0;26.0;86.0;13470.0;82.4;0.0;5.73;-0.4;154.1;88.0
603933;0.0;0.0;1276.0;6.5;26.0;94.0;17250.0;85.9;0.0;5.73;-0.41;150.8;77.0
604712;-1.6;0.0;1280.0;6.0;25.0;96.0;18990.0;84.7;0.0;5.73;-0.41;150.2;76.0
605499;-2.3;0.0;1288.0;6.5;25.0;95.0;18840.0;83.5;0.0;5.73;-0.41;147.6;75.0
606306;-3.9;0.0;1293.0;6.5;24.0;95.0;18790.0;82.4;0.0;5.73;-0.41;147.2;75.0
607083;-4.7;0.0;1298.0;6.5;24.0;95.0;18810.0;81.6;0.0;5.73;-0.41;147.3;75.0
607893;-4.7;0.0;1303.0;6.5;24.0;95.0;18750.0;82.4;0.0;5.73;-0.41;147.6;76.0
608674;-4.7;0.0;1306.0;6.5;24.0;95.0;18760.0;81.6;0.0;5.73;-0.41;149.5;84.0
609575;-5.5;0.0;1312.0;5.0;24.0;99.0;19510.0;97.3;0.0;5.73;-0.4;192.5;163.0
610380;-2.3;0.0;1885.0;5.0;23.0;122.0;21750.0;121.2;0.0;5.73;-0.4;244.1;149.0
611224;-2.3;0.0;1919.0;8.5;23.0;99.0;20390.0;89.8;0.0;5.73;-0.41;175.0;121.0
612032;-2.3;0.0;1973.0;11.0;22.0;95.0;19580.0;83.5;0.0;5.73;-0.41;119.2;69.0
612814;-4.7;0.0;2024.0;18.5;22.0;63.0;16590.0;37.3;0.0;5.73;-0.4;30.3;25.0
613622;-6.3;0.0;1942.0;11.0;22.0;18.0;13450.0;13.3;0.0;5.73;-0.4;-14.6;17.0
614461;0.0;0.0;1839.0;35.0;23.0;21.0;13230.0;12.5;0.0;5.73;-0.4;-14.7;17.0
615277;0.0;0.0;1803.0;34.5;23.0;22.0;13350.0;12.9;0.0;5.73;-0.4;-14.7;17.0
616051;0.0;0.0;1771.0;33.5;24.0;22.0;13440.0;12.9;0.0;5.73;-0.4;-14.7;16.0
616833;0.0;-0.8;1736.0;33.5;25.0;22.0;13510.0;12.9;0.0;5.73;-0.4;-14.7;16.0
617609;0.0;-1.6;1737.0;-5.5;25.0;31.0;12120.0;27.5;0.0;5.73;-0.4;60.7;50.0
618392;0.0;0.0;1751.0;15.5;26.0;69.0;15110.0;47.5;0.0;5.73;-0.41;66.4;53.0
619204;-0.8;0.0;1299.0;-3.5;26.0;89.0;17570.0;63.5;0.0;5.73;-0.41;106.4;50.0
619986;-1.6;0.0;1215.0;-9.5;26.0;38.0;16570.0;22.7;0.0;5.73;-0.4;-0.3;12.0
620792;-7.8;-16.4;1218.0;-3.5;25.0;17.0;14900.0;12.9;0.0;5.73;-0.4;-21.1;11.0
621600;0.0;-15.6;1201.0;32.5;25.0;22.0;14860.0;12.9;0.0;5.73;-0.4;-21.4;11.0
622383;0.0;-14.8;1178.0;32.0;26.0;22.0;14930.0;12.9;0.0;5.73;-0.4;-21.5;11.0
623191;0.0;-14.8;1168.0;33.5;26.0;23.0;14980.0;12.5;0.0;5.73;-0.4;-21.5;11.0
624030;0.0;-14.1;1165.0;31.5;26.0;22.0;15020.0;12.5;0.0;5.73;-0.4;-21.5;11.0
624842;0.0;-16.4;1150.0;32.0;26.0;23.0;15050.0;12.9;0.0;5.73;-0.4;-21.5;11.0
625652;0.0;-16.4;1148.0;32.0;27.0;23.0;15060.0;12.9;0.0;5.73;-0.4;-21.5;11.0
626435;0.0;-16.4;1142.0;32.0;27.0;23.0;15090.0;12.9;0.0;5.73;-0.4;-21.5;11.0
627272;0.0;-16.4;1141.0;31.5;27.0;23.0;15100.0;12.9;0.0;5.73;-0.4;-21.5;11.0
628087;0.0;-15.6;1133.0;-5.5;27.0;28.0;14310.0;29.4;0.0;5.73;-0.4;42.8;34.0
628863;0.0;0.0;1162.0;3.0;28.0;66.0;12760.0;34.1;0.0;5.73;-0.4;32.0;26.0
629641;-4.7;-0.8;1175.0;11.5;28.0;41.0;10980.0;20.8;0.0;5.73;-0.4;-1.6;11.0
630450;-7.8;-12.5;1155.0;3.0;27.0;18.0;9330.0;13.3;0.0;5.73;-0.4;-21.5;11.0
631231;0.0;-17.2;1149.0;31.5;27.0;22.0;8810.0;22.0;0.0;5.73;-0.4;26.5;31.0
632099;0.0;0.0;1210.0;9.0;28.0;62.0;10150.0;44.7;0.0;5.73;-0.4;79.1;43.0
632913;-5.5;0.0;1180.0;13.0;28.0;80.0;13610.0;51.0;0.0;5.73;-0.4;80.6;42.0
633693;-4.7;0.0;1177.0;13.0;28.0;80.0;15000.0;51.4;0.0;5.73;-0.4;71.2;36.0
634476;-4.7;-0.8;1152.0;-3.0;27.0;33.0;13640.0;19.6;0.0;5.73;-0.4;-3.8;11.0
635283;-8.6;-18.8;1123.0;3.5;26.0;19.0;11960.0;12.9;0.0;5.73;-0.4;-21.5;11.0
636092;0.0;-17.2;1120.0;30.0;27.0;22.0;11970.0;12.9;0.0;5.73;-0.4;-21.6;10.0
636874;0.0;-18.0;1095.0;31.0;27.0;23.0;12040.0;12.5;0.0;5.73;-0.39;-21.7;10.0
637648;0.0;-19.5;1065.0;31.5;27.0;23.0;11900.0;17.6;0.0;5.73;-0.39;19.4;21.0
638436;0.0;-7.0;1099.0;15.5;27.0;42.0;9950.0;35.7;0.0;5.73;-0.38;51.6;29.0
639210;-3.1;-3.9;1036.0;13.5;28.0;48.0;9920.0;32.9;0.0;5.73;-0.37;31.8;24.0
640019;-3.9;-7.8;1024.0;-2.5;28.0;31.0;8320.0;18.4;0.0;5.73;-0.36;-0.4;10.0
640802;-6.3;-25.0;987.0;21.5;27.0;22.0;6740.0;14.5;0.0;5.73;-0.34;3.0;10.0
641584;-3.9;-25.0;918.0;18.5;27.0;23.0;5400.0;16.1;0.0;5.73;-0.31;7.0;11.0
642407;-5.5;-18.8;1094.0;16.0;28.0;21.0;5540.0;14.1;0.0;5.73;-0.4;-5.8;11.0
643205;0.0;-14.1;1195.0;-10.0;28.0;20.0;5280.0;12.2;0.0;5.73;-0.4;-21.5;11.0
643983;0.0;-17.2;1139.0;31.0;28.0;22.0;5420.0;14.5;0.0;5.73;-0.4;17.6;19.0
644761;0.0;-4.7;1148.0;15.0;28.0;36.0;7590.0;29.8;0.0;5.73;-0.4;33.3;24.0
645547;-3.9;-3.1;1150.0;14.5;28.0;40.0;7970.0;29.8;0.0;5.73;-0.4;33.2;24.0
646353;-3.1;-3.1;1148.0;15.5;28.0;38.0;7960.0;30.2;0.0;5.73;-0.4;33.2;24.0
647131;-2.3;-6.3;1142.0;17.0;28.0;30.0;7150.0;20.0;0.0;5.73;-0.4;-0.1;12.0
647942;-1.6;-17.2;1130.0;12.5;28.0;20.0;5410.0;12.5;0.0;5.73;-0.4;-19.5;11.0
648757;0.0;-18.8;1116.0;32.5;28.0;23.0;5190.0;13.3;0.0;5.73;-0.4;4.0;23.0
649596;0.0;-3.1;1142.0;-7.0;28.0;55.0;7920.0;55.7;0.0;5.73;-0.41;145.8;126.0
650374;3.1;0.0;1675.0;6.5;28.0;105.0;12260.0;99.6;0.0;5.73;-0.4;192.0;118.0
651155;3.1;0.0;1795.0;9.5;27.0;95.0;16870.0;83.9;0.0;5.73;-0.41;162.1;106.0
651963;0.8;0.0;1901.0;15.5;26.0;78.0;18180.0;52.2;0.0;5.73;-0.4;40.4;26.0
652774;-4.7;0.0;1921.0;12.0;25.0;19.0;14990.0;12.9;0.0;5.73;-0.4;-12.0;18.0
653554;0.0;0.0;1891.0;34.5;25.0;22.0;14040.0;12.5;0.0;5.73;-0.4;-14.6;17.0
654361;0.0;-0.8;1725.0;34.0;25.0;22.0;14110.0;12.9;0.0;5.73;-0.4;-14.6;15.0
655201;0.0;-4.7;1560.0;33.5;26.0;22.0;14150.0;12.9;0.0;5.73;-0.4;-16.6;13.0
655987;0.0;-10.2;1310.0;32.0;27.0;22.0;14180.0;13.3;0.0;5.73;-0.4;-21.4;11.0
656791;0.0;-14.1;1189.0;-19.0;27.0;19.0;13520.0;13.7;0.0;5.73;-0.4;-17.3;11.0
657571;0.0;-18.8;1053.0;33.5;27.0;22.0;13360.0;12.9;0.0;5.73;-0.4;-21.5;11.0
658382;0.0;-16.4;1132.0;32.0;28.0;23.0;13400.0;12.9;0.0;5.73;-0.4;1.6;17.0
659163;0.0;-7.0;1140.0;-0.5;28.0;36.0;11890.0;27.5;0.0;5.73;-0.4;9.5;13.0
659943;0.0;-10.9;1116.0;27.5;28.0;21.0;9930.0;13.7;0.0;5.73;-0.4;-8.8;10.0
660755;0.0;-18.0;1107.0;0.0;28.0;22.0;9080.0;13.3;0.0;5.73;-0.4;-21.6;10.0
661563;0.0;-17.2;1093.0;33.0;28.0;23.0;9180.0;13.3;0.0;5.73;-0.39;-21.7;10.0
662371;0.0;-18.8;1072.0;33.5;28.0;23.0;9230.0;15.3;0.0;5.73;-0.4;14.1;18.0
663180;0.0;-6.3;1105.0;14.5;29.0;33.0;7330.0;28.6;0.0;5.73;-0.4;34.8;24.0
663967;-3.9;-0.8;1137.0;11.5;29.0;78.0;9220.0;74.9;0.0;5.73;-0.41;115.6;71.0
664755;2.3;0.0;1727.0;14.0;29.0;81.0;13400.0;56.5;0.0;5.73;-0.41;109.0;75.0
665522;-1.6;0.0;1867.0;14.0;27.0;83.0;18180.0;60.8;0.0;5.73;-0.41;92.6;82.0
666303;-0.8;0.0;1505.0;-12.0;27.0;96.0;19390.0;81.2;0.0;5.73;-0.41;127.5;69.0
667081;0.0;0.0;1479.0;12.5;26.0;85.0;17640.0;58.4;0.0;5.73;-0.41;108.8;63.0
667891;-3.1;0.0;1573.0;13.5;25.0;78.0;17230.0;46.3;0.0;5.73;-0.4;76.9;49.0
668731;-6.3;0.0;1625.0;18.5;25.0;68.0;14880.0;46.7;0.0;5.73;-0.4;81.4;49.0
669511;-6.3;0.0;1265.0;13.0;25.0;85.0;16720.0;62.7;0.0;5.73;-0.41;107.2;56.0
670295;-3.9;0.0;1197.0;9.0;25.0;89.0;17540.0;67.1;0.0;5.73;-0.41;108.9;56.0
671102;-2.3;0.0;1233.0;9.5;25.0;88.0;17250.0;63.9;0.0;5.73;-0.41;107.1;55.0
671911;-3.9;0.0;1270.0;12.5;25.0;79.0;16450.0;44.7;0.0;5.73;-0.4;76.9;43.0
672693;-12.5;0.0;1291.0;15.5;25.0;75.0;14660.0;47.1;0.0;5.73;-0.4;78.0;43.0
673471;-7.8;0.0;1309.0;15.5;25.0;75.0;14550.0;46.3;0.0;5.73;-0.41;123.7;70.0
674283;-3.1;0.0;1310.0;14.0;25.0;75.0;16140.0;43.9;0.0;5.73;-0.4;67.6;36.0
675092;-10.2;0.0;1344.0;18.0;25.0;58.0;14100.0;36.1;0.0;5.73;-0.4;65.7;40.0
675903;-9.4;0.0;1358.0;16.5;26.0;75.0;14890.0;48.2;0.0;5.73;-0.4;56.1;35.0
676683;-7.8;0.0;1343.0;4.5;26.0;76.0;14680.0;49.8;0.0;5.73;-0.4;73.5;40.0
677464;-6.3;0.0;1344.0;16.0;26.0;79.0;15260.0;54.1;0.0;5.73;-0.41;102.3;55.0
678242;-3.1;0.0;1360.0;12.5;26.0;87.0;17780.0;66.7;0.0;5.73;-0.41;113.6;63.0
679022;-4.7;0.0;1376.0;11.0;26.0;89.0;18120.0;65.1;0.0;5.73;-0.41;115.3;63.0
679863;-5.5;0.0;1400.0;8.5;25.0;95.0;19330.0;83.1;0.0;5.73;-0.41;144.3;72.0
680644;0.0;0.0;1403.0;14.0;25.0;87.0;17960.0;60.8;0.0;5.73;-0.41;111.2;60.0
681423;-7.8;0.0;1425.0;12.5;25.0;87.0;17710.0;60.8;0.0;5.73;-0.41;117.1;76.0
682231;-1.6;0.0;1475.0;9.0;25.0;95.0;19390.0;83.1;0.0;5.73;-0.4;172.2;104.0
683012;-2.3;0.0;1440.0;2.5;24.0;102.0;20060.0;99.6;0.0;5.73;-0.4;185.7;103.0
683825;-2.3;0.0;1467.0;2.0;24.0;102.0;20170.0;98.4;0.0;5.73;-0.41;181.8;102.0
684665;-3.9;0.0;1490.0;3.0;23.0;101.0;20040.0;96.9;0.0;5.73;-0.41;182.3;104.0
685443;-3.1;0.0;1522.0;3.5;23.0;101.0;20020.0;96.5;0.0;5.73;-0.41;181.9;105.0
686221;-2.3;0.0;1555.0;4.0;23.0;100.0;19930.0;95.3;0.0;5.73;-0.41;139.8;68.0
687031;-4.7;0.0;1558.0;13.0;23.0;83.0;18090.0;54.5;0.0;5.73;-0.41;105.2;63.0
687841;-7.8;0.0;1579.0;14.0;23.0;82.0;17590.0;55.7;0.0;5.73;-0.41;103.3;63.0
688621;-4.7;0.0;1584.0;14.0;23.0;82.0;17550.0;56.1;0.0;5.73;-0.41;103.8;63.0
689433;-3.9;0.0;1585.0;14.0;23.0;82.0;17540.0;56.1;0.0;5.73;-0.41;103.8;63.0
690214;-3.1;0.0;1585.0;14.0;23.0;82.0;17540.0;56.1;0.0;5.73;-0.41;105.0;64.0
690991;-1.6;0.0;1596.0;13.5;23.0;83.0;17720.0;57.6;0.0;5.73;-0.41;112.6;80.0
691772;0.0;0.0;1653.0;10.0;24.0;95.0;19610.0;79.6;0.0;5.73;-0.41;111.8;64.0
692551;-1.6;0.0;1620.0;14.0;23.0;82.0;17430.0;55.7;0.0;5.73;-0.41;103.8;65.0
693330;-2.3;0.0;1645.0;14.0;23.0;81.0;17590.0;56.1;0.0;5.73;-0.4;65.1;41.0
694109;-3.9;0.0;1680.0;20.0;23.0;60.0;15260.0;40.8;0.0;5.73;-0.4;82.0;58.0
694894;-6.3;0.0;1674.0;14.0;24.0;83.0;18000.0;60.0;0.0;5.73;-0.41;108.3;74.0
695736;-3.9;0.0;1706.0;11.0;24.0;94.0;19580.0;81.6;0.0;5.73;-0.41;152.4;96.0
696511;0.8;0.0;1711.0;10.0;24.0;93.0;19460.0;78.4;0.0;5.73;-0.41;114.0;66.0
697300;-3.9;0.0;1733.0;14.0;23.0;78.0;17090.0;53.3;0.0;5.73;-0.41;101.4;66.0
698077;-3.9;0.0;1765.0;14.0;23.0;77.0;17260.0;53.3;0.0;5.73;-0.41;100.0;67.0
698884;-2.3;0.0;1783.0;14.5;23.0;77.0;17270.0;53.3;0.0;5.73;-0.41;99.6;67.0
699693;-2.3;0.0;1796.0;15.0;23.0;76.0;17270.0;53.7;0.0;5.73;-0.41;99.1;67.0
700502;-3.9;0.0;1808.0;15.0;24.0;76.0;17280.0;54.1;0.0;5.73;-0.4;76.3;40.0
701343;-5.5;0.0;1834.0;24.5;23.0;48.0;14920.0;29.4;0.0;5.73;-0.4;45.6;37.0
702125;-7.8;0.0;1823.0;24.0;24.0;49.0;11800.0;30.2;0.0;5.73;-0.4;46.9;38.0
702932;-5.5;0.0;1827.0;24.0;25.0;52.0;10320.0;40.4;0.0;5.73;-0.4;55.7;37.0
703713;-4.7;-1.6;1391.0;-2.5;26.0;61.0;11520.0;38.0;0.0;5.73;-0.4;60.4;37.0
704489;-2.3;0.0;1265.0;-1.0;27.0;91.0;14230.0;72.5;0.0;5.73;-0.41;109.6;59.0
705312;0.0;0.0;1266.0;10.0;27.0;91.0;17590.0;65.5;0.0;5.73;-0.41;110.8;58.0
706112;-0.8;0.0;1284.0;11.0;26.0;90.0;17410.0;62.7;0.0;5.73;-0.41;110.5;56.0
706893;-2.3;0.0;1300.0;11.0;26.0;87.0;16810.0;55.3;0.0;5.73;-0.4;97.3;50.0
707674;-3.9;0.0;1313.0;14.0;25.0;84.0;16270.0;53.7;0.0;5.73;-0.4;93.8;50.0
708454;-3.1;0.0;1325.0;14.0;25.0;82.0;16170.0;52.5;0.0;5.73;-0.4;92.3;50.0
709231;-3.1;0.0;1339.0;14.0;25.0;82.0;16140.0;52.2;0.0;5.73;-0.4;92.2;50.0
710014;-5.5;0.0;1353.0;14.0;25.0;82.0;16310.0;52.9;0.0;5.73;-0.4;92.5;51.0
710793;-5.5;0.0;1361.0;14.0;25.0;82.0;16350.0;52.9;0.0;5.73;-0.4;93.7;51.0
711600;-6.3;0.0;1372.0;14.0;25.0;82.0;16350.0;52.9;0.0;5.73;-0.4;94.2;47.0
712384;-7.0;0.0;1368.0;17.0;25.0;70.0;15350.0;42.4;0.0;5.73;-0.4;72.6;43.0
713164;-7.0;0.0;1391.0;17.0;25.0;72.0;14190.0;43.9;0.0;5.73;-0.4;73.6;43.0
713941;-4.7;0.0;1400.0;17.0;25.0;70.0;14070.0;42.4;0.0;5.73;-0.4;73.8;43.0
714750;-2.3;0.0;1398.0;17.0;26.0;71.0;14060.0;43.9;0.0;5.73;-0.4;75.1;43.0
715531;-0.8;0.0;1406.0;17.0;26.0;71.0;14150.0;42.7;0.0;5.73;-0.4;72.6;43.0
716317;-3.1;0.0;1410.0;17.0;26.0;71.0;14120.0;43.1;0.0;5.73;-0.4;73.2;43.0
717091;-4.7;0.0;1411.0;17.0;26.0;71.0;14360.0;43.9;0.0;5.73;-0.4;73.3;44.0
717904;-7.0;0.0;1407.0;17.0;26.0;69.0;13780.0;28.6;0.0;5.73;-0.4;8.5;13.0
718717;-8.6;-11.7;1343.0;-14.5;26.0;19.0;11860.0;12.5;0.0;5.73;-0.4;-17.4;13.0
719493;0.0;-10.2;1344.0;31.5;26.0;22.0;11810.0;12.9;0.0;5.73;-0.4;-18.0;13.0
720275;0.0;-10.2;1323.0;31.5;26.0;22.0;11900.0;12.9;0.0;5.73;-0.4;-18.8;12.0
721141;0.0;-11.7;1293.0;31.5;27.0;22.0;11970.0;12.5;0.0;5.73;-0.4;-19.3;12.0
721950;0.0;-11.7;1271.0;31.0;27.0;22.0;11780.0;23.1;0.0;5.73;-0.4;25.3;33.0
722763;0.0;0.0;1295.0;-2.5;27.0;73.0;12000.0;62.0;0.0;5.73;-0.41;120.7;64.0
723571;0.0;0.0;1272.0;8.0;28.0;91.0;15590.0;72.2;0.0;5.73;-0.41;143.3;82.0
724355;-3.9;0.0;1278.0;5.0;27.0;98.0;19030.0;92.2;0.0;5.73;-0.41;145.1;74.0
725165;-2.3;0.0;1287.0;6.5;26.0;94.0;18680.0;80.8;0.0;5.73;-0.41;141.7;72.0
726010;-5.5;0.0;1298.0;7.0;25.0;95.0;18800.0;82.7;0.0;5.73;-0.41;130.7;63.0
726812;-6.3;0.0;1309.0;9.5;25.0;90.0;17700.0;60.8;0.0;5.73;-0.4;95.7;50.0
727638;-8.6;0.0;1329.0;13.5;25.0;82.0;16140.0;53.3;0.0;5.73;-0.4;93.8;50.0
728523;-7.0;0.0;1330.0;15.5;25.0;75.0;15090.0;47.1;0.0;5.73;-0.4;84.9;47.0
729302;-6.3;0.0;1362.0;15.0;25.0;78.0;16000.0;50.2;0.0;5.73;-0.4;87.9;49.0
730083;-4.7;0.0;1364.0;15.0;25.0;80.0;16140.0;50.2;0.0;5.73;-0.4;90.8;50.0
730865;-3.1;0.0;1381.0;14.5;25.0;80.0;16370.0;51.4;0.0;5.73;-0.4;92.2;50.0
731642;-0.8;0.0;1366.0;-2.5;25.0;35.0;15400.0;15.7;0.0;5.73;-0.4;-7.3;13.0
732452;-7.0;-10.2;1335.0;-15.5;25.0;20.0;14130.0;12.2;0.0;5.73;-0.4;-17.2;13.0
733263;0.0;-10.9;1366.0;33.0;25.0;22.0;14170.0;13.3;0.0;5.73;-0.4;-17.3;13.0
734043;0.0;-10.9;1357.0;33.5;26.0;22.0;14230.0;12.9;0.0;5.73;-0.4;-17.6;13.0
734912;0.0;-10.2;1347.0;33.5;26.0;22.0;14270.0;13.3;0.0;5.73;-0.4;-18.1;13.0
735692;0.0;-10.2;1321.0;33.5;27.0;22.0;14300.0;13.3;0.0;5.73;-0.4;-18.6;12.0
736476;0.0;-10.9;1303.0;32.0;27.0;22.0;14330.0;13.3;0.0;5.73;-0.4;-19.0;12.0
737255;0.0;-10.9;1287.0;30.5;27.0;22.0;14350.0;12.9;0.0;5.73;-0.4;-19.3;12.0
738063;0.0;-12.5;1269.0;32.0;27.0;23.0;14360.0;12.5;0.0;5.73;-0.4;-20.0;12.0
738848;0.0;-11.7;1247.0;31.5;28.0;22.0;14360.0;12.9;0.0;5.73;-0.4;-20.4;12.0
739655;0.0;-13.3;1232.0;32.0;28.0;22.0;14380.0;14.9;0.0;5.73;-0.4;-17.9;12.0
