time;Short term adaptation of mixture formation bank 1: ---;Long term adaptation of mixture formation bank 1: ---;Engine speed: ---;Ignition timing adjustment cylinder 1: ---;Intake air temperature: ---;Absolute intake pressure: ---;Fuel Pressure: ---;Absolute load value: ---;Misfire sum counter: ---;Low fuel pressure, specified value: ---;Mixture adaptation factor at partial load: ---;Engine torque: ---;Air mass, specified value: ---
180421;0.8;-18.0;800.0;2.5;20.0;28.0;5550.0;22.4;0.0;5.73;-0.31;14.0;12.0
181260;1.6;-17.2;797.0;3.0;20.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.2;12.0
182042;0.8;-18.0;798.0;3.5;20.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.8;12.0
182854;0.8;-18.0;800.0;2.5;20.0;28.0;5530.0;22.4;0.0;5.73;-0.31;14.3;12.0
183631;0.8;-18.0;802.0;2.5;20.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.3;12.0
184441;1.6;-18.0;799.0;3.5;20.0;28.0;5560.0;22.4;0.0;5.73;-0.31;13.8;12.0
185223;0.8;-18.0;803.0;2.0;20.0;28.0;5540.0;22.4;0.0;5.73;-0.31;14.0;12.0
186062;1.6;-17.2;798.0;2.5;20.0;28.0;5580.0;22.0;0.0;5.73;-0.31;14.0;12.0
186842;0.8;-18.0;797.0;4.0;20.0;28.0;5560.0;22.4;0.0;5.73;-0.31;13.6;12.0
187620;0.8;-17.2;795.0;3.5;20.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.8;12.0
188467;0.8;-17.2;794.0;5.0;20.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.4;12.0
189241;0.8;-18.0;800.0;2.5;20.0;28.0;5560.0;22.4;0.0;5.73;-0.31;14.2;12.0
190060;0.8;-17.2;803.0;2.0;21.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.9;12.0
190831;0.8;-18.0;798.0;2.5;20.0;28.0;5580.0;22.4;0.0;5.73;-0.31;13.6;12.0
191610;0.8;-18.0;794.0;3.5;21.0;28.0;5560.0;22.4;0.0;5.73;-0.31;14.1;12.0
192391;0.8;-17.2;794.0;3.5;21.0;28.0;5590.0;22.4;0.0;5.73;-0.31;13.5;12.0
193171;0.8;-18.0;801.0;2.5;21.0;28.0;5560.0;22.4;0.0;5.73;-0.31;13.9;12.0
193981;0.8;-18.0;796.0;3.0;21.0;28.0;5520.0;22.4;0.0;5.73;-0.31;14.0;12.0
194762;0.8;-18.0;802.0;1.5;21.0;28.0;5550.0;22.4;0.0;5.73;-0.31;14.2;12.0
195544;0.8;-17.2;799.0;2.0;21.0;28.0;5540.0;22.4;0.0;5.73;-0.31;13.8;12.0
196320;0.8;-18.0;802.0;1.5;21.0;28.0;5550.0;22.0;0.0;5.73;-0.31;13.9;12.0
197103;0.8;-17.2;797.0;2.0;21.0;28.0;5570.0;22.4;0.0;5.73;-0.31;13.8;12.0
197971;0.8;-18.0;802.0;2.0;21.0;28.0;5530.0;22.4;0.0;5.73;-0.31;13.7;12.0
198752;0.8;-18.0;799.0;2.0;21.0;28.0;5560.0;22.4;0.0;5.73;-0.31;13.9;12.0
199533;0.8;-18.0;799.0;2.0;21.0;28.0;5540.0;22.4;0.0;5.73;-0.31;13.3;12.0
200317;0.8;-18.0;796.0;2.5;21.0;28.0;5530.0;22.4;0.0;5.73;-0.31;14.2;12.0
201090;1.6;-17.2;805.0;1.5;21.0;28.0;5570.0;22.0;0.0;5.73;-0.31;13.1;12.0
201871;0.8;-18.0;803.0;2.0;21.0;28.0;5530.0;22.4;0.0;5.73;-0.31;13.2;12.0
202683;1.6;-18.0;793.0;2.0;21.0;28.0;5520.0;22.4;0.0;5.73;-0.31;13.7;12.0
203491;1.6;-18.0;797.0;2.0;21.0;28.0;5550.0;22.4;0.0;5.73;-0.31;13.3;12.0
204271;0.8;-18.0;801.0;2.0;21.0;28.0;5560.0;22.0;0.0;5.73;-0.31;13.8;12.0
205081;1.6;-18.0;798.0;2.0;21.0;28.0;5530.0;22.0;0.0;5.73;-0.31;13.6;12.0
205863;0.8;-18.0;799.0;2.0;21.0;28.0;5540.0;22.4;0.0;5.73;-0.31;13.3;12.0
206642;1.6;-18.0;791.0;3.5;21.0;28.0;5530.0;22.4;0.0;5.73;-0.31;12.6;12.0
207426;0.8;-18.0;803.0;2.0;21.0;28.0;5520.0;22.0;0.0;5.73;-0.31;13.7;12.0
208233;1.6;-17.2;797.0;3.0;21.0;28.0;5540.0;22.4;0.0;5.73;-0.31;14.8;13.0
209060;0.8;-16.4;795.0;-1.0;21.0;30.0;5800.0;25.1;0.0;5.73;-0.31;22.3;15.0
209972;3.1;-12.5;804.0;12.5;21.0;39.0;7060.0;34.1;0.0;5.73;-0.31;41.9;21.0
210750;3.9;-9.4;830.0;1.0;21.0;44.0;8720.0;36.9;0.0;5.73;-0.31;40.3;21.0
211561;3.9;-9.4;830.0;-2.0;21.0;44.0;8700.0;36.9;0.0;5.73;-0.31;39.7;21.0
212340;3.9;-9.4;825.0;-2.0;21.0;43.0;8350.0;34.5;0.0;5.73;-0.31;22.8;17.0
213153;3.1;-11.7;831.0;-7.0;21.0;35.0;7080.0;28.2;0.0;5.73;-0.31;32.8;24.0
213934;4.7;-7.0;869.0;12.0;21.0;53.0;7770.0;45.9;0.0;5.73;-0.38;93.9;52.0
214712;2.3;0.0;1231.0;10.0;21.0;83.0;10780.0;67.8;0.0;5.73;-0.4;64.3;31.0
215524;0.8;0.0;1168.0;-6.0;20.0;33.0;11250.0;25.5;0.0;5.73;-0.4;10.1;13.0
216332;0.0;-14.8;1056.0;25.5;20.0;23.0;9450.0;19.6;0.0;5.73;-0.31;18.8;16.0
217140;0.8;-13.3;785.0;8.0;20.0;39.0;8130.0;34.5;0.0;5.73;-0.31;42.1;23.0
217952;3.1;-7.8;838.0;9.5;20.0;52.0;9860.0;43.9;0.0;5.73;-0.31;50.6;25.0
218731;0.8;-7.0;841.0;11.0;20.0;52.0;10840.0;50.2;0.0;5.73;-0.37;83.1;38.0
219510;0.0;-1.6;1019.0;-3.0;21.0;51.0;12160.0;34.5;0.0;5.73;-0.4;45.9;35.0
220321;-1.6;-0.8;1120.0;14.0;20.0;64.0;12790.0;56.5;0.0;5.73;-0.41;141.2;77.0
221101;0.0;0.0;1448.0;10.5;20.0;90.0;16300.0;70.6;0.0;5.73;-0.41;116.7;78.0
221914;0.8;0.0;1795.0;13.0;20.0;91.0;19540.0;80.0;0.0;5.73;-0.41;150.6;146.0
222751;3.1;0.0;1670.0;8.0;20.0;114.0;20940.0;102.4;0.0;5.73;-0.41;182.0;131.0
223533;2.3;0.0;2082.0;11.5;19.0;100.0;19790.0;89.4;0.0;5.73;-0.41;141.9;123.0
224313;2.3;0.0;1909.0;-8.5;19.0;98.0;19900.0;89.4;0.0;5.73;-0.41;167.3;112.0
225098;2.3;0.0;1789.0;10.5;18.0;95.0;19610.0;84.3;0.0;5.73;-0.41;158.3;104.0
225904;2.3;0.0;1941.0;18.5;18.0;78.0;17740.0;51.0;0.0;5.73;-0.4;33.6;30.0
226682;-1.6;0.0;1958.0;13.5;18.0;21.0;14640.0;13.3;0.0;5.73;-0.4;-16.5;21.0
227462;0.0;-3.1;1506.0;-7.5;18.0;20.0;12560.0;14.5;0.0;5.73;-0.4;-7.4;11.0
228242;0.0;-10.9;1297.0;-14.5;18.0;19.0;10160.0;12.9;0.0;5.73;-0.4;-19.8;12.0
229050;0.0;-12.5;1207.0;30.5;19.0;21.0;10100.0;13.3;0.0;5.73;-0.4;-20.3;11.0
229862;0.0;-15.6;1118.0;32.0;19.0;21.0;10170.0;13.3;0.0;5.73;-0.39;-15.0;10.0
230674;0.0;-15.6;1094.0;8.0;19.0;19.0;8870.0;13.3;0.0;5.73;-0.4;-1.2;12.0
231511;0.0;-10.2;1229.0;9.0;19.0;19.0;6800.0;13.7;0.0;5.73;-0.4;-7.8;11.0
232293;-3.9;-13.3;1134.0;0.5;20.0;18.0;5330.0;13.3;0.0;5.73;-0.37;2.3;11.0
233072;-4.7;-17.2;1061.0;6.5;20.0;19.0;5410.0;13.3;0.0;5.73;-0.4;-8.9;11.0
233852;-6.3;-14.1;1121.0;-2.0;20.0;19.0;5420.0;13.7;0.0;5.73;-0.37;-0.7;10.0
234633;-3.9;-29.7;884.0;23.5;20.0;24.0;5460.0;21.6;0.0;5.73;-0.31;21.9;15.0
235442;-2.3;-14.8;805.0;3.5;20.0;32.0;6070.0;25.9;0.0;5.73;-0.31;19.4;15.0
236222;0.0;-14.8;802.0;4.0;21.0;36.0;6580.0;31.0;0.0;5.73;-0.31;22.9;17.0
237032;0.0;-12.5;872.0;-11.5;21.0;32.0;6690.0;25.5;0.0;5.73;-0.31;26.7;18.0
237814;0.8;-11.7;813.0;6.5;21.0;41.0;7280.0;35.3;0.0;5.73;-0.31;26.5;18.0
238621;0.8;-10.9;808.0;-8.5;21.0;37.0;7420.0;30.6;0.0;5.73;-0.31;25.0;15.0
239403;1.6;-13.3;794.0;1.0;21.0;35.0;6260.0;28.2;0.0;5.73;-0.31;24.8;15.0
240182;1.6;-13.3;799.0;2.5;21.0;34.0;6240.0;28.2;0.0;5.73;-0.31;24.9;16.0
240970;1.6;-13.3;802.0;3.5;21.0;34.0;6250.0;27.8;0.0;5.73;-0.31;24.8;16.0
241805;1.6;-13.3;804.0;4.5;21.0;34.0;6240.0;27.8;0.0;5.73;-0.31;24.6;16.0
242612;2.3;-13.3;812.0;3.5;21.0;34.0;6200.0;27.8;0.0;5.73;-0.31;24.6;16.0
243420;2.3;-13.3;818.0;0.0;21.0;35.0;6320.0;28.6;0.0;5.73;-0.31;24.9;16.0
244230;1.6;-13.3;809.0;2.0;21.0;34.0;6270.0;28.2;0.0;5.73;-0.31;24.0;16.0
245044;2.3;-13.3;819.0;2.0;21.0;34.0;6230.0;28.2;0.0;5.73;-0.31;24.8;16.0
245881;2.3;-13.3;820.0;13.0;21.0;48.0;6850.0;43.9;0.0;5.73;-0.36;49.5;23.0
246661;0.0;-9.4;866.0;-5.0;21.0;42.0;8600.0;35.3;0.0;5.73;-0.31;37.4;22.0
247502;2.3;-8.6;808.0;1.5;21.0;50.0;8980.0;40.0;0.0;5.73;-0.31;25.3;17.0
248313;0.8;-11.7;790.0;-2.5;21.0;38.0;8190.0;34.1;0.0;5.73;-0.31;33.3;19.0
249093;2.3;-10.2;823.0;-8.0;21.0;40.0;7820.0;32.2;0.0;5.73;-0.31;26.0;16.0
249932;1.6;-12.5;798.0;0.0;21.0;36.0;6550.0;29.4;0.0;5.73;-0.31;25.8;16.0
250773;1.6;-12.5;807.0;1.5;21.0;35.0;6310.0;28.6;0.0;5.73;-0.31;25.0;16.0
251582;1.6;-12.5;804.0;3.0;21.0;35.0;6320.0;29.0;0.0;5.73;-0.31;25.5;16.0
252361;1.6;-12.5;807.0;3.0;21.0;35.0;6300.0;28.6;0.0;5.73;-0.31;25.1;16.0
253142;1.6;-12.5;813.0;2.5;21.0;35.0;6280.0;28.6;0.0;5.73;-0.31;24.9;16.0
253955;1.6;-13.3;819.0;3.0;21.0;35.0;6270.0;28.2;0.0;5.73;-0.31;25.1;16.0
254735;1.6;-12.5;814.0;3.0;21.0;35.0;6290.0;28.6;0.0;5.73;-0.31;24.8;16.0
255511;1.6;-12.5;816.0;3.0;21.0;35.0;6300.0;28.6;0.0;5.73;-0.31;26.6;17.0
256297;1.6;-12.5;820.0;-1.0;21.0;36.0;6510.0;29.8;0.0;5.73;-0.31;25.8;17.0
257078;1.6;-12.5;824.0;3.0;21.0;40.0;6480.0;37.3;0.0;5.73;-0.36;67.8;36.0
257882;1.6;-0.8;1012.0;3.0;21.0;61.0;9020.0;48.6;0.0;5.73;-0.37;39.8;24.0
258662;-0.8;-7.0;1013.0;-11.5;21.0;34.0;9870.0;25.1;0.0;5.73;-0.31;21.6;17.0
259475;0.0;-13.3;824.0;6.5;21.0;44.0;8370.0;39.6;0.0;5.73;-0.31;59.3;31.0
260284;0.0;-1.6;983.0;9.0;21.0;74.0;10790.0;60.8;0.0;5.73;-0.4;91.5;47.0
261064;-0.8;0.0;1210.0;11.0;21.0;79.0;13870.0;65.1;0.0;5.73;-0.41;108.6;64.0
261872;-0.8;0.0;1596.0;15.0;21.0;81.0;17530.0;45.9;0.0;5.73;-0.4;70.6;45.0
262682;-1.6;0.0;1338.0;15.5;20.0;84.0;16780.0;62.0;0.0;5.73;-0.41;111.1;67.0
263492;-0.8;0.0;1552.0;12.5;20.0;93.0;19520.0;73.7;0.0;5.73;-0.41;106.6;84.0
264308;0.0;0.0;1456.0;-8.5;20.0;95.0;19220.0;85.5;0.0;5.73;-0.4;151.8;85.0
265086;3.1;0.0;1437.0;7.0;20.0;96.0;19860.0;95.7;0.0;5.73;-0.4;185.5;150.0
265921;1.6;0.0;1680.0;4.5;19.0;116.0;21150.0;116.1;0.0;5.73;-0.4;245.8;167.0
266701;1.6;0.0;1988.0;8.5;19.0;99.0;21260.0;92.5;0.0;5.73;-0.41;183.4;142.0
267515;0.8;0.0;2248.0;12.5;19.0;98.0;19900.0;92.5;0.0;5.73;-0.41;155.0;137.0
268293;0.8;0.0;1793.0;-7.0;18.0;109.0;20660.0;107.8;0.0;5.73;-0.4;214.6;145.0
269072;2.3;0.0;1809.0;5.0;18.0;121.0;21260.0;118.4;0.0;5.73;-0.4;222.4;151.0
269854;1.6;0.0;1936.0;10.5;18.0;99.0;20040.0;105.9;0.0;5.73;-0.4;220.8;165.0
270663;0.0;0.0;2080.0;10.5;18.0;88.0;19700.0;57.6;0.0;5.73;-0.41;129.9;115.0
271442;0.0;0.0;2236.0;14.0;18.0;88.0;19240.0;73.3;0.0;5.73;-0.41;129.5;108.0
272222;0.0;0.0;2257.0;15.5;18.0;84.0;18690.0;63.1;0.0;5.73;-0.41;80.8;95.0
273010;0.0;0.0;1927.0;-9.5;18.0;88.0;19250.0;71.8;0.0;5.73;-0.41;133.3;87.0
273814;0.0;0.0;1656.0;12.0;18.0;90.0;19110.0;61.6;0.0;5.73;-0.41;94.7;62.0
274590;-2.3;0.0;1693.0;15.5;18.0;76.0;17100.0;51.4;0.0;5.73;-0.41;93.4;64.0
275372;-3.9;0.0;1721.0;15.5;18.0;83.0;17470.0;78.0;0.0;5.73;-0.41;157.8;77.0
276183;0.0;0.0;1735.0;6.5;19.0;38.0;17960.0;20.4;0.0;5.73;-0.4;1.4;16.0
276961;-7.0;-1.6;1697.0;-3.0;18.0;19.0;15410.0;11.8;0.0;5.73;-0.4;-18.1;16.0
277742;0.0;-1.6;1713.0;35.0;18.0;21.0;15310.0;12.9;0.0;5.73;-0.4;6.8;31.0
278522;0.0;0.0;1747.0;1.0;19.0;53.0;13360.0;42.0;0.0;5.73;-0.41;140.3;125.0
279332;1.6;0.0;1766.0;8.0;20.0;103.0;18170.0;100.8;0.0;5.73;-0.4;219.0;158.0
280141;1.6;0.0;1831.0;4.5;20.0;128.0;21910.0;123.1;0.0;5.73;-0.41;156.5;93.0
281014;0.8;0.0;1875.0;18.0;19.0;77.0;19220.0;46.3;0.0;5.73;-0.4;70.8;56.0
281821;-3.1;0.0;1941.0;17.5;19.0;48.0;15880.0;22.4;0.0;5.73;-0.4;3.4;18.0
282635;-9.4;0.0;1845.0;-8.5;18.0;19.0;13150.0;11.8;0.0;5.73;-0.4;-18.0;17.0
283411;0.0;0.0;1832.0;34.5;19.0;22.0;13040.0;12.5;0.0;5.73;-0.4;-18.0;17.0
284252;0.0;-0.8;1738.0;33.5;19.0;21.0;13110.0;12.9;0.0;5.73;-0.4;-18.0;15.0
285123;0.0;-3.1;1621.0;32.5;20.0;21.0;13160.0;12.9;0.0;5.73;-0.4;-18.1;14.0
285902;0.0;-6.3;1498.0;35.0;20.0;22.0;13180.0;12.9;0.0;5.73;-0.4;-19.4;13.0
286710;0.0;-9.4;1385.0;32.0;20.0;22.0;13210.0;12.9;0.0;5.73;-0.4;-22.5;12.0
287526;0.0;-12.5;1246.0;33.0;21.0;21.0;13240.0;12.9;0.0;5.73;-0.4;-24.9;11.0
288330;0.0;-18.0;1101.0;32.0;21.0;22.0;13250.0;12.9;0.0;5.73;-0.38;-25.0;11.0
289171;0.0;-14.8;1179.0;33.5;21.0;22.0;13260.0;13.3;0.0;5.73;-0.4;-18.8;14.0
289980;0.0;-6.3;1508.0;33.5;21.0;22.0;13260.0;12.5;0.0;5.73;-0.4;-18.8;14.0
290795;0.0;-7.8;1411.0;32.0;21.0;22.0;13260.0;12.9;0.0;5.73;-0.4;-22.8;12.0
291572;0.0;-13.3;1214.0;31.5;21.0;22.0;13260.0;12.9;0.0;5.73;-0.4;-24.9;11.0
292381;0.0;-14.1;1108.0;17.0;21.0;44.0;12770.0;38.0;0.0;5.73;-0.41;85.0;83.0
293165;0.0;0.0;1765.0;8.0;22.0;95.0;16530.0;84.3;0.0;5.73;-0.41;165.9;120.0
293971;2.3;0.0;1956.0;11.0;21.0;99.0;19940.0;92.2;0.0;5.73;-0.41;188.1;181.0
294844;2.3;0.0;2210.0;-10.0;21.0;130.0;22370.0;129.4;0.0;5.73;-0.4;265.5;245.0
295620;0.8;0.0;1775.0;-2.5;21.0;168.0;22930.0;166.3;0.0;5.73;-0.4;329.6;256.0
296462;0.8;0.0;1968.0;-16.0;21.0;174.0;22920.0;156.5;0.0;5.73;-0.41;133.9;84.0
297273;0.8;0.0;2110.0;17.5;19.0;63.0;19440.0;22.7;0.0;5.73;-0.4;2.8;20.0
298050;-7.0;0.0;2070.0;-2.5;18.0;19.0;16050.0;13.7;0.0;5.73;-0.4;-17.9;19.0
298831;0.0;0.0;2007.0;35.5;18.0;22.0;15990.0;12.9;0.0;5.73;-0.4;-17.9;18.0
299611;0.0;0.0;1919.0;35.0;19.0;22.0;16010.0;12.9;0.0;5.73;-0.4;-17.9;17.0
300422;0.0;0.0;1820.0;34.5;19.0;22.0;16020.0;12.9;0.0;5.73;-0.4;-7.2;19.0
301203;0.0;0.0;1796.0;24.5;20.0;31.0;13930.0;23.9;0.0;5.73;-0.4;41.1;44.0
301983;0.0;0.0;1445.0;-10.0;21.0;93.0;14400.0;82.4;0.0;5.73;-0.4;164.8;84.0
302821;1.6;0.0;1309.0;-3.5;21.0;56.0;16420.0;26.7;0.0;5.73;-0.4;-17.0;12.0
303632;0.0;-12.5;1217.0;-16.0;20.0;20.0;16060.0;11.8;0.0;5.73;-0.4;-24.7;11.0
304412;0.0;-14.1;1167.0;31.5;20.0;21.0;16080.0;12.5;0.0;5.73;-0.4;-24.8;11.0
305250;0.0;-17.2;1136.0;32.0;20.0;22.0;16070.0;13.3;0.0;5.73;-0.4;-24.8;11.0
306033;0.0;-18.0;1113.0;32.5;20.0;22.0;16050.0;12.9;0.0;5.73;-0.39;-24.9;10.0
306841;0.0;-23.4;1013.0;32.0;21.0;23.0;16020.0;12.5;0.0;5.73;-0.36;-25.0;9.0
307652;0.0;-26.6;859.0;21.5;21.0;24.0;15330.0;42.0;0.0;5.73;-0.4;37.4;29.0
308492;0.0;0.0;1314.0;11.0;21.0;32.0;13230.0;16.9;0.0;5.73;-0.4;-0.4;13.0
309302;-3.1;-8.6;1355.0;-11.5;21.0;18.0;11040.0;13.3;0.0;5.73;-0.4;-23.7;12.0
310082;0.0;-13.3;1222.0;30.5;21.0;24.0;10210.0;22.4;0.0;5.73;-0.4;4.2;13.0
310882;0.0;-10.2;1224.0;27.5;21.0;19.0;8140.0;13.7;0.0;5.73;-0.4;-12.9;17.0
311731;0.0;-3.9;1241.0;-4.5;21.0;48.0;8470.0;60.8;0.0;5.73;-0.41;164.0;201.0
312514;3.9;0.0;1862.0;8.0;22.0;108.0;13060.0;105.1;0.0;5.73;-0.4;238.0;262.0
313300;0.0;0.0;2191.0;3.0;22.0;155.0;18580.0;154.9;0.0;5.73;-0.4;307.0;266.0
314072;1.6;0.0;2588.0;2.5;22.0;150.0;22960.0;138.4;0.0;5.73;-0.41;170.8;227.0
314918;0.8;0.0;2287.0;-12.0;20.0;155.0;23070.0;155.3;0.0;5.73;-0.4;274.4;158.0
315721;1.6;0.0;2152.0;13.5;20.0;81.0;20850.0;51.4;0.0;5.73;-0.4;37.4;61.0
316567;-3.1;0.0;2324.0;-1.5;19.0;85.0;19240.0;69.4;0.0;5.73;-0.41;127.9;109.0
317369;-1.6;0.0;2276.0;14.0;19.0;88.0;19740.0;88.6;0.0;5.73;-0.41;190.7;172.0
318183;-2.3;0.0;2378.0;10.5;19.0;108.0;20460.0;103.9;0.0;5.73;-0.41;160.7;165.0
318961;-0.8;0.0;1979.0;-9.0;20.0;118.0;21260.0;116.9;0.0;5.73;-0.41;99.2;48.0
319740;-2.3;0.0;1756.0;0.5;19.0;33.0;18910.0;15.3;0.0;5.73;-0.4;-3.1;16.0
320552;-4.7;-2.3;1663.0;-12.5;19.0;18.0;16420.0;12.2;0.0;5.73;-0.4;-17.8;15.0
321362;0.0;-3.1;1610.0;33.5;19.0;22.0;16480.0;12.5;0.0;5.73;-0.4;-18.0;14.0
322171;0.0;-6.3;1482.0;33.5;20.0;21.0;16490.0;12.9;0.0;5.73;-0.4;-20.0;13.0
322953;0.0;-10.2;1331.0;32.0;20.0;22.0;16460.0;12.9;0.0;5.73;-0.4;-22.9;12.0
323820;0.0;-13.3;1226.0;32.0;20.0;22.0;16450.0;12.9;0.0;5.73;-0.4;-24.5;11.0
324632;0.0;-14.1;1150.0;31.5;21.0;22.0;16420.0;12.9;0.0;5.73;-0.4;-24.7;10.0
325507;0.0;-20.3;1070.0;32.0;21.0;23.0;16380.0;12.9;0.0;5.73;-0.37;-24.8;9.0
326342;0.0;-31.3;894.0;26.5;21.0;23.0;15810.0;17.3;0.0;5.73;-0.39;0.5;11.0
327122;0.0;-16.4;1143.0;32.5;21.0;20.0;14760.0;12.9;0.0;5.73;-0.4;-21.3;12.0
327962;0.0;-10.9;1297.0;31.5;21.0;22.0;14830.0;12.9;0.0;5.73;-0.4;-23.5;12.0
328774;0.0;-14.1;1199.0;33.5;21.0;22.0;14840.0;12.9;0.0;5.73;-0.4;-24.7;10.0
329580;0.0;-21.1;1050.0;32.5;21.0;22.0;14840.0;12.9;0.0;5.73;-0.34;-6.8;11.0
330424;0.0;-16.4;988.0;0.5;22.0;23.0;13510.0;16.1;0.0;5.73;-0.37;-3.5;10.0
331237;0.0;-18.0;1075.0;30.5;22.0;22.0;11720.0;15.3;0.0;5.73;-0.38;-2.1;11.0
332050;0.0;-18.0;1032.0;13.5;22.0;21.0;10050.0;14.1;0.0;5.73;-0.4;23.8;26.0
332824;0.0;-0.8;1324.0;-11.0;22.0;29.0;8910.0;18.4;0.0;5.73;-0.4;1.8;13.0
333606;-3.1;-9.4;1246.0;20.5;22.0;19.0;6790.0;13.7;0.0;5.73;-0.36;20.8;18.0
334380;-4.7;-11.7;1007.0;-4.0;22.0;29.0;5820.0;20.8;0.0;5.73;-0.37;7.8;14.0
335161;-0.8;-14.8;982.0;18.5;22.0;26.0;5570.0;20.4;0.0;5.73;-0.34;11.7;18.0
335943;-1.6;-8.6;1024.0;-1.0;22.0;35.0;6940.0;24.3;0.0;5.73;-0.4;17.1;17.0
336724;-3.9;-10.2;1021.0;14.5;22.0;30.0;6230.0;24.3;0.0;5.73;-0.38;19.9;22.0
337537;-0.8;-5.5;1125.0;16.5;22.0;43.0;8120.0;41.2;0.0;5.73;-0.4;73.1;41.0
338314;-4.7;0.0;1190.0;14.0;22.0;57.0;11320.0;48.2;0.0;5.73;-0.4;74.8;47.0
339120;-5.5;0.0;1285.0;12.5;22.0;70.0;14710.0;56.5;0.0;5.73;-0.41;94.9;47.0
339933;-4.7;0.0;1298.0;17.5;22.0;58.0;15320.0;34.1;0.0;5.73;-0.4;54.0;38.0
340711;-7.8;0.0;1226.0;-3.5;21.0;93.0;14850.0;76.9;0.0;5.73;-0.41;126.8;69.0
341520;-0.8;0.0;1389.0;11.0;22.0;85.0;17370.0;53.7;0.0;5.73;-0.41;131.5;87.0
342332;0.0;0.0;1660.0;11.5;21.0;89.0;18820.0;66.3;0.0;5.73;-0.41;96.8;51.0
343112;-1.6;0.0;1737.0;-4.5;21.0;63.0;16450.0;52.5;0.0;5.73;-0.41;93.2;67.0
343898;0.0;0.0;1421.0;11.0;21.0;89.0;18670.0;65.9;0.0;5.73;-0.41;111.1;58.0
344701;-0.8;0.0;1472.0;18.0;21.0;64.0;16770.0;35.7;0.0;5.73;-0.4;59.8;45.0
345512;-4.7;0.0;1484.0;-9.0;21.0;92.0;17400.0;79.6;0.0;5.73;-0.41;121.1;62.0
346321;-0.8;0.0;1138.0;5.0;21.0;93.0;18160.0;83.1;0.0;5.73;-0.41;152.3;108.0
347132;-2.3;0.0;1605.0;6.5;21.0;104.0;20280.0;101.2;0.0;5.73;-0.4;187.9;123.0
347912;0.0;0.0;1874.0;8.5;21.0;100.0;19880.0;92.2;0.0;5.73;-0.41;177.3;130.0
348696;-0.8;0.0;2061.0;12.5;20.0;84.0;18750.0;61.2;0.0;5.73;-0.41;94.1;91.0
349471;-1.6;0.0;1678.0;-10.0;20.0;99.0;19810.0;95.3;0.0;5.73;-0.4;189.7;112.0
350253;0.0;0.0;1557.0;7.0;20.0;93.0;19810.0;77.3;0.0;5.73;-0.41;158.1;105.0
351066;-2.3;0.0;1628.0;6.0;20.0;99.0;19880.0;89.8;0.0;5.73;-0.41;166.3;104.0
351899;0.0;0.0;1691.0;8.5;20.0;96.0;19720.0;93.3;0.0;5.73;-0.4;197.3;152.0
352740;1.6;0.0;1800.0;4.0;20.0;104.0;20610.0;92.9;0.0;5.73;-0.41;181.2;122.0
353557;-1.6;0.0;1862.0;8.5;20.0;100.0;19850.0;89.0;0.0;5.73;-0.41;121.3;70.0
354333;-3.1;0.0;1904.0;15.5;20.0;72.0;17150.0;49.4;0.0;5.73;-0.41;91.4;70.0
355172;-3.9;0.0;1911.0;15.5;20.0;74.0;17110.0;51.8;0.0;5.73;-0.41;127.8;118.0
356010;-0.8;0.0;1975.0;9.5;20.0;104.0;20330.0;102.0;0.0;5.73;-0.4;207.6;140.0
356850;-2.3;0.0;1987.0;11.0;20.0;91.0;19200.0;73.3;0.0;5.73;-0.41;135.4;100.0
357671;0.0;0.0;2034.0;15.0;20.0;88.0;19090.0;70.6;0.0;5.73;-0.41;104.3;94.0
358441;-0.8;0.0;1602.0;-9.5;20.0;96.0;20220.0;99.6;0.0;5.73;-0.4;190.4;174.0
359255;-1.6;0.0;1878.0;6.0;20.0;119.0;21680.0;124.3;0.0;5.73;-0.4;260.0;184.0
360121;-0.8;0.0;2154.0;7.0;21.0;97.0;21140.0;90.6;0.0;5.73;-0.41;185.6;148.0
360899;-2.3;0.0;2237.0;11.0;20.0;101.0;20210.0;101.2;0.0;5.73;-0.4;183.7;179.0
361771;-2.3;0.0;1664.0;2.0;20.0;137.0;22850.0;107.5;0.0;5.73;-0.41;150.8;74.0
362558;-3.1;0.0;1594.0;14.0;20.0;76.0;20320.0;45.5;0.0;5.73;-0.4;82.0;53.0
363374;-5.5;0.0;1608.0;16.5;19.0;82.0;17800.0;69.4;0.0;5.73;-0.41;137.5;87.0
364141;-1.6;0.0;1613.0;11.0;20.0;89.0;18640.0;52.9;0.0;5.73;-0.4;33.1;25.0
364956;-7.8;-0.8;1608.0;0.5;19.0;63.0;16690.0;61.6;0.0;5.73;-0.41;160.0;113.0
365733;0.0;0.0;1623.0;6.5;20.0;99.0;20070.0;94.9;0.0;5.73;-0.41;179.7;118.0
366543;1.6;0.0;1658.0;4.5;20.0;105.0;20230.0;103.5;0.0;5.73;-0.4;212.4;190.0
367322;0.0;0.0;1701.0;3.5;21.0;130.0;22170.0;127.8;0.0;5.73;-0.4;266.9;225.0
